"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"United States International Trade Commission","Agency Overall","2015","44 U.S.C. § 3501 Note","N/A","Records concerning information security controls and programs that support federal operations","1"
"Office of the United States Trade Representative","Agency Overall","2015","19 U.S.C. § 2155(g)","Intellectual Prop. Watch v. U.S. Trade Representative, 13 Civ. 8955 (ER), 2015 U.S. Dist. LEXIS 130105, at *37 (S.D.N.Y. Jan 31, 2014).","Certain information in connection with trade negotiations","2"
"Office of the United States Trade Representative","Agency Overall","2015","50 U.S.C. § 2170(c) (currently at 50 U.S.C. § 4565(c))","N/A","Information on documentary material filed with the Committee on Foreign Investment in the United States","1"
"Surface Transportation Board","Agency Overall","2015","N/A","N/A","N/A","0"
"National Credit Union Administration","Agency Overall","2015","N/A","N/A","N/A","0"
"National Archives and Records Administration","Agency Overall","2015","10 U.S.C. § 128","None","Information pertaining to security measures for the physical protection of special nuclear material","1"
"National Archives and Records Administration","Agency Overall","2015","10 U.S.C. § 130b","Hall v. CIA, No. 04-00814, 2012 WL 314339, at *16 (D.D.C. Aug. 3, 2012); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007);O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit[s]"" and certain employees of DOD and DHS","2"
"National Archives and Records Administration","Agency Overall","2015","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence  Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","17"
"National Archives and Records Administration","Agency Overall","2015","18 U.S.C. §§ 2510-20 (Title III of the Omnibus Crime Control and Safe Streets Act)","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","1"
"National Archives and Records Administration","Agency Overall","2015","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Leonard v. U.S. Dep't of Treasury, No. 10-6625, 2013 WL 4517912, at *2 (D.N.J. Aug. 26, 2013) (26 U.S.C. § 6103); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1"
"National Archives and Records Administration","Agency Overall","2015","42 U.S.C. § 2162 (Atomic Energy Act)","Meeropol v. Smith, No. 75- 1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","""Restricted Data"" pertaining to atomic weapons and special nuclear material","4"
"National Archives and Records Administration","Agency Overall","2015","42 U.S.C. § 2168(a)(1)(c)(FRD)","None","Restricted and formerly restricted data concerning atomic energy","13"
"National Archives and Records Administration","Agency Overall","2015","50 U.S.C. § 402 note (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009);  Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","2"
"National Archives and Records Administration","Agency Overall","2015","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","46"
"National Archives and Records Administration","Agency Overall","2015","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","140"
"National Archives and Records Administration","Agency Overall","2015","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","13"
"Environmental Protection Agency","Agency Overall","2015","42 U.S.C. 300i-2(a)(3) (Terrorist and Other Intentional Acts)","N/A","Vulnerability assessments","1"
"Environmental Protection Agency","Agency Overall","2015","7 U.S.C. § 136i-1 (Federal Insecticide, Fungicide, and Rodenticide Act)","Doe v. Veneman, 380 F. 3d 807, 818 (5th Cir. 2004).","Data ""that would directly or indirectly reveal the identity of individual producers [of certain pesticides]""","10"
"Postal Regulatory Commission","Agency Overall","2015","N/A","N/A","N/A","0"
"United States Trade and Development Agency","Agency Overall","2015","N/A","N/A","N/A","0"
"Peace Corps","Agency Overall","2015","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"General Services Administration","Agency Overall","2015","41 U.S.C. § 4702","Sinkfield v. HUD, No. 10-855, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","21"
"Department of Education","Agency Overall","2015","20 U.S.C. § 1232g","N/A","Identities of students and parents identified in data collected by representatives of the Comptroller General, the Secretary of Education, or State education authorities in connection with the audit, evaluation, or enforcement of a Federally-supported education program","2"
"Department of Education","Agency Overall","2015","26 U.S.C. § 6103","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26.U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-144 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1"
"Department of Education","Agency Overall","2015","28 U.S.C. § 652(d)","Yelder v. DOD, 577 F. Supp. 2d 342, 347-48 (D.D.C. 2008)","Confidential dispute resolution communications","2"
"Department of Education","Agency Overall","2015","41 U.S.C. § 253b(m)","Sinkfield v. HUD, NO. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the posession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Department of Education","Agency Overall","2015","41 U.S.C. § 423(a)(1)*   (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection","6"
"Department of Education","Agency Overall","2015","44 U.S.C. § 3501 note","N/A","Records concerning information security controls and programs that support federal operations","3"
"Department of Education","Agency Overall","2015","49 U.S.C. § 114(s)","Skurow v. DHS, No. 11-1296, 2012 WL 4380895, at *9-10 (D.D.C. Sept. 26, 2012); Tooley v. Bush, No. 06-306, 2006 WL 3783142, at *19 (D.D.C. Dec. 21, 2006), aff'd on other grounds, 586 F.3d 1006 (D.C. Cir. 2009); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","1"
"Department of Education","Agency Overall","2015","49 U.S.C. § 40119(b) (Federal Aviation Act)","Pub. Citizen, Inc. v. FAA, 988 F.2d 186, 194 (D.C. Cir. 1993); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Certain information obtained or developed in ensuring transportation security if disclosure of that information would: constitute an invasion of personal privacy, reveal a trade secret or confidential commercial or financial information, or be detrimental to transportation safety","3"
"Federal Labor Relations Authority","Agency Overall","2015","N/A","N/A","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2015","N/A","N/A","N/A","0"
"Farm Credit Administration","Agency Overall","2015","N/A","N/A","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2015","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr.19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial Intelligence Agency","2"
"Office of Science and Technology Policy","Agency Overall","2015","5 U.S.C. app § 107(a)","Meyerhoff v. EPA, 958 F. 2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","1"
"Department of Housing and Urban Development","Agency Overall","2015","41 U.S.C. § 253b(m)(1)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","3"
"Department of Housing and Urban Development","Agency Overall","2015","42 U.S.C. § 3610(d)","West v. Jackson, 448 F. Supp. 2d 207, 212-13 (D.D.C. 2006), summary affirmance granted, No. 06-5281, 2007 WL 1723362 (D.C. Cir. Mar. 6, 2007).","(Fair Housing Act) Records pertaining to conciliation of disputes regarding allegations of unfair housing practices; information derived from housing discrimination investigations and any final investigative reports pertaining to such investigations","18"
"National Aeronautics and Space Administration","Agency Overall","2015","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09=4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","14"
"National Aeronautics and Space Administration","Agency Overall","2015","22 U.S.C. § 2778(e) (Arms Export Control Act)","Council for a Livable World v. U.S. Dep't of State, No. 96- 1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","13"
"National Aeronautics and Space Administration","Agency Overall","2015","41 U.S.C. § 2102","Legal & Safety Employer Research, Inc. V U.S. Dept of the Army, No, Civ. S001748, 2001 UL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum)","Contractor bid or proposal information; source selection information","7"
"Federal Open Market Committee","Agency Overall","2015","N/A","N/A","N/A","0"
"Department of the Interior","Agency Overall","2015","Federal Cave Protection Act of 1988 (16 U.S.C. § 4304(a))","N/A","Specific location of significant caves.","3"
"Department of the Interior","Agency Overall","2015","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information.","4"
"Department of the Interior","Agency Overall","2015","16 U.S.C. § 470aaa-8 (Paleontological Resources Preservation Act)","N/A","Information concerning the nature and specific location of a paleontological resource.","2"
"Department of the Interior","Agency Overall","2015","54 U.S.C. § 100707 (National Parks Omnibus Management Act)","Hornbostel v . U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Sw. Ctr. for Biological Diversity v. USDA, 170 F. Supp. 2d 931, 945 (D. Ariz. 2000), aff'd, 314 F.3d 1060, 1062 (9th Cir. 2002); Pease v. U.S. Dep't of Interior, No. 1:99CV113, slip op. at 2, 4 (D. Vt. Sept. 7, 1999).","Information pertaining to: ""endangered, threatened, rare, or commercially valuable"" NPS resources","12"
"Department of the Interior","Agency Overall","2015","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information about the location, character or ownership of a historic resource","32"
"Department of the Interior","Agency Overall","2015","25 U.S.C. § 2103(c) (Indian Mineral Development Act of 1982)","Jicarilla Apache v. U.S., 60 Fed. Cl. 611, 613-14 (2004) (dictum) (overturned on other grounds by U.S. v. Jicarilla Apache Nation, 131 S. Ct. 2313 (2011)).","Information related to decisions  to grant/disapprove minerals  agreements for Indian tribes","3"
"Department of the Interior","Agency Overall","2015","Fed. R. Crim. P. 6(e),  enacted by Act of July 30,  1977, Pub. L. No. 95-78,  91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","7"
"Department of the Interior","Agency Overall","2015","54 U.S.C. § 307103","N/A","Information about the location, character or ownership of a historic resource","10"
"Department of the Interior","Agency Overall","2015","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702) (contractor proposals)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of  the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","17"
"Commodity Futures Trading Commission","Agency Overall","2015","7 U.S.C. § 12 (Commodity Exchange Act)","Hunt v. Commodity Futures Trading Comm'n, 484 F. Supp. 47, 49 (D.D.C. 1979).","""[D]ata and information that would separately disclose the business transactions of any person"" and trade secrets or names of customers gathered in the course of the Commission's investigations under the Commodity Exchange Act","19"
"Commodity Futures Trading Commission","Agency Overall","2015","7 U.S.C. §26(h)(2)(A) (CEA)","N/A","[A]ny information, including information provided by a whistleblower to the Commission, which could reasonably be expected to reveal the identity of a whistleblower, . . . unless and until required to be disclosed to a defendant or respondent in connection with a public proceeding instituted by the Commission or any entity described in subparagraph (C).","3"
"Department of Defense","Agency Overall","2015","5 U.S.C. § 107(a)(2) (Ethics in Gvoernment Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","4"
"Department of Defense","Agency Overall","2015","5 U.S.C. § 574(j)","","Dispute resolution communications between neutral and a party to the dispute.","3"
"Department of Defense","Agency Overall","2015","5 U.S.C. §§ 7114(b)(4),  7132 (Civil Service Reform Act)","Dubin v. Dep't of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C. § 7114(b)(4)), aff'd, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision); NTEU v. OPM, No. 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. § 7114(b)(4) and 5 U.S.C. § 7132).","Defining agencies' and representatives' duty to negotiate in good faith to include disclosure of certain labor relations training and guidance materials and limiting the issuance of certain subpoenas","1"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 128","","Unclassified information pertaining to security measures, including security plans, procedures, and equipment for the physical protection of special nuclear material","7"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 130","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain ""technical data with military or space application in the possession of, or under the control of, the Department of Defense""","144"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 130b","Hall v. CIA, No. 04-00814, 2012 WL 3143839, at * 16 (D.D.C. Aug. 3, 2012); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit[s]"" and certain employees of DOD and DHS","459"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 130c","Nat'l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff'd on other grounds, 512 F.3d 677 (D.C. Cir. 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain ""sensitive information of foreign governments"" and international organizations","83"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 130d","","Confidential business and unclassified homeland security information shared with State and local personnel","3"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 130e","","DoD critical infrastructure security information","10"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","323"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 455","","Maps, charts, and geodetic data","10"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 613a(a)","","Proceedings from selection and special selection boards for active duty officers and warrant officers","2"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 1102 (National Defense Authorization Act for Fiscal Year 1987)","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records","24"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","194"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 2371(i)","","Research Projects: Transactions other than contracts and grants","1"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 2485(h)","","Commissary commercially valuable information","1"
"Department of Defense","Agency Overall","2015","10 U.S.C. § 2640(h)","","Safety-related information voluntarily provided by an air carrier","1"
"Department of Defense","Agency Overall","2015","15 U.S.C. § 6801","Hodes v. HUD, 532 F. Supp. 2d 108, 117 (D.D.C. 2008).","Nonpublic personal information of customers of financial institutions.","1"
"Department of Defense","Agency Overall","2015","15 U.S.C. § 638 (k)(4)","","Protects information contained within a Small Business Innovative Research (SBIR) and Small Business Technology Transfer (STTR) program evaluation databases","2"
"Department of Defense","Agency Overall","2015","16 U.S.C. § 470w-3  (Archaeological Resources  Protection Act of 1979)","","National historic preservation information","70"
"Department of Defense","Agency Overall","2015","16 U.S.C. § 5937 (National Parks Omnibus Management Act)","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary  affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Sw. Ctr. for Biological Diversity v. USDA, 170 F. Supp. 2d 931, 945 (D. Ariz. 2000), aff'd, 314 F.3d 1060, 1062 (9th Cir. 2002); Pease v. U.S. Dep't of Interior, No. 1:99CV113, slip op. at 2, 4 (D. Vt. Sept. 17, 1999).","Information pertaining to: ""endangered, threatened, rare, or commercially valuable"" National Park System resources; ""mineral or paleontological objects within units of the National Park System""; or ""objects of cultural patrimony within units of the National Park System""","1"
"Department of Defense","Agency Overall","2015","18 U.S.C. § 798 (Espionage Act)","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","693"
"Department of Defense","Agency Overall","2015","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","24"
"Department of Defense","Agency Overall","2015","22 U.S.C. § 2778(e )  (Arms Export Control Act)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","5"
"Department of Defense","Agency Overall","2015","26 U.S.C. § 6103","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105);","Certain tax return information, to include Taxpayer Identification Numbers of third parties","4"
"Department of Defense","Agency Overall","2015","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","17"
"Department of Defense","Agency Overall","2015","41 U.S.C. § 4702  (Formerly 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","3"
"Department of Defense","Agency Overall","2015","42 U.S.C. § 262a(h)","","Bioterrorism-related information","1"
"Department of Defense","Agency Overall","2015","42 U.S.C. §§ 2000e-5(b), 2000e-8(e) (Civil Rights Act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989).","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating charges of unlawful employment practices","1"
