"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"National Science Foundation","Agency Overall","2021","41 U.S.C. § 4702  (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233 at *13-15 (S.D. Ohio Mar., 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar.31, 2011); Hombostel v. U.S. Dept. of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug 25, 2004). ","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts. ","17"
"Department of Agriculture","Agency Overall","2021","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary
affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep't of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002). ","Information pertaining to the nature and location of certain archaeological resources","29"
"Department of Agriculture","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkerfield v. HUD, No. 10-885, 2012 U.S. Dist. Lexis 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel V. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","16"
"Department of Agriculture","Agency Overall","2021","7 U.S.C. § 1502(c)(1)","Bush v. U.S. Dep’t of Agric., No. 16-4128, 2017 WL 3568672, at *7 (N.D. Iowa Aug. 17, 2017).","Certain information furnished by a producer under the Federal Crop Insurance Act.","4"
"Department of Agriculture","Agency Overall","2021","7 U.S.C. § 8791(b)(2)","Cent. Platte Nat. Res. Dist. V. U.S. Dep’t of Agric., 643 F.3d 1142, 1147-48 (8th Circ. 2011); Ctr. for Biological Diversity v. USDA, 626 F.3d 1113, 1118 (9th Cir. 2010); Zanoni v. USDA, 605 F. Supp. 2d 230, 237-38 (D.D.C. 2009).","“[I]nformation provided by an agricultural producer or owner of agricultural land concerning the agricultural operation, farming or conservation practices, or the land itself, in order to participate in programs of the Department” or “geospatial information...maintained by the Secretary about agricultural land or operations.”","296"
"Department of Agriculture","Agency Overall","2021","5 U.S.C. § 574(j)","N/A","Dispute resolution communications.","2"
"Department of Agriculture","Agency Overall","2021","7 U.S.C. § 2018(c)","Argus Leader Media v. USDA, 740 F.3d 1172, 1175-76 (8th Cir. 2014).","Information obtained pursuant to Chapter 51 of Title 7 of the United States Code, which concerns the handling of information submitted by applicants to the Supplemental Nutrition Assistance Program.","5"
"Department of Agriculture","Agency Overall","2021","7 U.S.C. § 2276(a)(2)","Strunk v. U.S. Dept. of Interior, 752 F. Supp. 2d 39, 44-45 (D.D.C. 2010).","“[I]nformation furnished under a provision of law referred to in subsection (d) of this section…unless such information has been transformed into a statistical or aggregate form that does not allow the identification of the person who supplied the particular information.”","9"
"Department of Agriculture","Agency Overall","2021","15 U.S.C. § 638(k)(4)","N/A","Information contained within a Small Business Innovative Research (SBIR) and Small Business Technology Transfer (STTR) program evaluation databases.","3"
"Department of Agriculture","Agency Overall","2021","19 U.S.C. §2155(g) ","Intell. Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016).","Certain information in connection with trade negotiations that is ""submitted in confidence""","5"
"Department of Labor","Agency Overall","2021","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d
1106, 1113 (D.C. Cir. 2007);
Fund for Constitutional Gov't
v. Nat'l Archives & Records
Serv., 656 F.2d 856, 867-68
(D.C. Cir. 1981); Durham v.
U.S. Atty. Gen., No. 06-843,
2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen
O'Connor v. U.S. Dep't of
Treasury, 570 F. Supp. 2d
749, 776 (E.D. Pa. 2008).","Certain records pertaining to
grand jury proceedings","2"
"Commodity Futures Trading Commission","Agency Overall","2021","7 U.S.C. § 12(a)(1)","Hunt v. Commodity Futures Trading Comm'n, 484 F. Supp. 47, 49 (D.D.C. 1979).","""[D]ata and information that would separately disclose the business transactions or market positions of any person and trade secrets or names of customers,"" as well as certain other information concerning, or obtained in, the course of the Commission's investigation under the Commodity Exchange Act""","13"
"Commodity Futures Trading Commission","Agency Overall","2021","7 U.S.C. § 26(h)(2)(A)","N/A","""[A]ny information, including information provided by a whistleblower to the Commission, which could reasonably be expected to reveal the identity of a whistleblower, . . . unless and until required to be disclosed to a defendant or respondent in connection with a public proceeding instituted by the Commission or any entity described in subparagraph (C).""","7"
"United States Institute of Peace","Agency Overall","2021","N/A","N/A","N/A","0"
"Department of the Treasury","Agency Overall","2021","21 U.S.C. § 1904(e)(3)","N/A","Investigative information","2"
"Department of the Treasury","Agency Overall","2021","31 U.S.C. § 5319 ","Turner v. Dep't of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Rels., Cal. v. FBI, 749 F. Supp. 2d 1104,
1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482,
496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008). ","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","182"
"Department of the Treasury","Agency Overall","2021","50 U.S.C. § 3507","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007);
Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency","3"
"Department of the Treasury","Agency Overall","2021","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1599"
"Department of the Treasury","Agency Overall","2021","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","4"
"Department of the Treasury","Agency Overall","2021","49 U.S.C. § 114(r) (formerly at 49 U.S.C. § 114(s))","Skurow v. DHS, 892 F. Supp. 2d 319, 329-30 (D.D.C. 2012); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","1"
"Department of the Treasury","Agency Overall","2021","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","1"
"Department of the Treasury","Agency Overall","2021","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Likeness of any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof","2"
"Department of the Treasury","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10- 885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","4"
"Department of the Treasury","Agency Overall","2021","21 U.S.C. § 387f(c) ","Rozema v. HHS, 167 F. Supp. 3d 324, 341 (N.D.N.Y 2016).","Certain information reported to or obtained by the Secretary which is exempt from discourse under Exemption 4 of the FOIA ","2"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2021","N/A","N/A","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Nuclear Regulatory Commission","Agency Overall","2021","42 U.S.C. §§ 2162, 2167, 2168(a)(1) (Atomic Energy Act)","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986); Va. Sunshine All. v. NRC, 509 F. Supp. 863 (D.D.C 1981), aff'd per curiam on other grounds, 669 F.2d 788 (D.C. Cir. 1981).","""Restricted Data"" pertaining to atomic weapons and special nuclear material and certain safeguards information for nuclear material","1"
"Nuclear Regulatory Commission","Agency Overall","2021","16 U.S.C. § 824o-1(d)","N/A","Information pertaining to Critical Electric Infrastructure Security","2"
"Federal Maritime Commission","Agency Overall","2021","46 U.S.C. § 40306","N/A","Agreement information and documents filed with the FMC (other than Agreements)","1"
"Federal Maritime Commission","Agency Overall","2021","28 U.S.C. § 652(d) ","Yelder v. DOD, 577 F. Supp. 2d 342, 346-47 (D.D.C. 2008).","""[C]onfidential dispute resolution communications""","1"
"Neighborhood Reinvestment Corporation","Agency Overall","2021","N/A","N/A","N/A","0"
"Merit Systems Protection Board","Agency Overall","2021","5 U.S.C. § 574(j)","N/A","Dispute resolution communications.","1"
"Merit Systems Protection Board","Agency Overall","2021","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9
(1987); (26 U.S.C. § 6103); Leonard v. US Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438 (9th Cir. 2010); (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information.","1"
"National Archives and Records Administration","Agency Overall","2021","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","18"
"National Archives and Records Administration","Agency Overall","2021","10 U.S.C. §128 ","N/A","Unclassified special nuclear weapons information","1"
"National Archives and Records Administration","Agency Overall","2021","10 U.S.C. § 130(a)","Newport Aeronautical Sales v.
Dep't of the Air Force, 684 F.3d
160, 168 (D.C. Cir. 2012);
Chenkin v. Dep't of the Army,
No. 93-494, 1994 U.S. Dist.
LEXIS 20907, at *8 (E.D. Pa.
Jan. 14, 1994), aff'd, 61 F.3d
894 (3d Cir. 1995) (unpublished
table decision).","Certain ""technical data
with military or space
application in the
possession of, or under the
control of, the Department
of Defense""","1"
"National Archives and Records Administration","Agency Overall","2021","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759,
776 (9th Cir. 2015); Freedom
Watch, Inc. v. NSA, 197 F.
Supp. 3d 165, 174 (D.D.C.
2016); Wickwire Gavin, P.C. v.
Def. Intel. Agency, 330 F.
Supp. 2d 592, 602 (E.D. Va.
2004). ","Organization or any
function of an organization,
and certain information
pertaining to, employees of
the Defense Intelligence
Agency, the National
Reconnaissance Office, and
the National GeospatialIntelligence Agency","2"
"National Archives and Records Administration","Agency Overall","2021","42 U.S.C. §§ 2162, 2167, 2168(a)(1)","Meeropol v. Meese, 790 F.2d
942 (D.C. Cir. 1986); Va.
Sunshine All. v. NRC, 509 F.
Supp. 863 (D.D.C 1981), aff'd
per curiam on other grounds,
669 F.2d 788 (D.C. Cir. 1981).","""Restricted Data""
pertaining to atomic
weapons and special
nuclear material and certain
safeguards information for
nuclear material","4"
"National Archives and Records Administration","Agency Overall","2021","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1)) ","CIA v. Sims, 471 U.S. 159, 167
(1985).","Intelligence sources and
methods","2"
"National Archives and Records Administration","Agency Overall","2021","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) ","Assassination Archives & Rsch.
Ctr. v. CIA, No. 18-5280, 2019
WL 691517 (D.C. Cir. Feb. 15,
2019) (per curiam); ACLU v.
DOJ, 681 F.3d 61, 72-75 (2d
Cir. 2012); Berman v. CIA,
501 F.3d 1136, 1137-38, 1140
(9th Cir. 2007);
Makky v. Chertoff, 489 F.
Supp. 2d 421, 442 (D.N.J.
2007), aff'd on other grounds,
541 F. 3d 205 (3d Cir. 2008). ","Intelligence sources and
methods; certain
information pertaining to
Agency employees,
specifically: &quot;the
organization, functions,
names, official titles,
salaries, or numbers of
personnel employed by the
Agency&quot;","10"
"Securities and Exchange Commission","Agency Overall","2021","15 U.S.C. § 78q(h)(5)","N/A","Associated persons of broker-dealers, government securities brokers or dealers, or municipal securities dealers","1"
"Securities and Exchange Commission","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum). ","Contractor bid or proposal information; source selection information","4"
"Securities and Exchange Commission","Agency Overall","2021","15 U.S.C. § 78x(d)","N/A"," Foreign Securities Authorities","12"
"Securities and Exchange Commission","Agency Overall","2021","15 U.S.C. § 78u-6","N/A","Information that could identify a whistleblower","64"
"Securities and Exchange Commission","Agency Overall","2021","15 U.S. C. § 80b4","N/A","Reports by Investment Adviser","1"
"Securities and Exchange Commission","Agency Overall","2021","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012). ","Confidential financial disclosure information pertaining to certain government employees","1"
"Securities and Exchange Commission","Agency Overall","2021","15 U.S.C. § 7215(b)(5)","N/A","Prohibits disclosure of records prepared or received by or specifically for the PCAOB","2"
"Securities and Exchange Commission","Agency Overall","2021","15 U.S.C. § 78m(h)(7)","N/A","Information and documents included in or filed with an application or registration statement, or annual reports filed, by issuers of security registered pursuant to 15 U.S.C. § 78l.","1"
"Federal Reserve System","Agency Overall","2021","44 U.S.C. § 3501 note","N/A","Data or information acquired under a pledge of confidentiality for exclusively statistical
purposes","4"
"Federal Election Commission","Agency Overall","2021","52 U.S.C. § 30109(a)(12)(A) (formerly at 2 U.S.C. § 437(a)(12)(A)) (Federal Election Campaign Act)","Gov’t Accountability Project v. FDA, 206 F. Supp. 3d 420, 433 (D.D.C. 2016).
","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds","10"
"Federal Election Commission","Agency Overall","2021","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Office of Management and Budget","Agency Overall","2021","N/A","N/A","N/A","0"
"United States Trade and Development Agency","Agency Overall","2021","N/A","N/A","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2021","N/A","N/A","N/A","0"
"United States Access Board","Agency Overall","2021","N/A","N/A","N/A","0"
"Federal Trade Commission","Agency Overall","2021","21 U.S.C. § 355","N/A","Any information or documentary material that may have been filed pursuant to a pharmaceutical agreement notification.
","3"
"Federal Trade Commission","Agency Overall","2021","15 U.S.C. § 18a(h)","Lieberman v. FTC, 771 F.2d 32 (2nd Cir. 1985) (dictum).","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","13"
"Federal Trade Commission","Agency Overall","2021","15 U.S.C. §§ 46(f), 57b-2(f)","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Ctr. for Digit. Democracy v. FTC, 189 F. Supp. 3d 151, 158- 59 (D.D.C. 2016) (15 U.S.C. § 46(f)); Ayuda, Inc. v. FTC, 70 F. Supp. 3d 247, 278-79 (D.D.C. 2014) (15 U.S.C. § 57b-2); Nat'l Educ. Ass'n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2).","""[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential"" and certain investigative materials received by the FTC and ""provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process""","115"
"National Indian Gaming Commission","Agency Overall","2021","N/A","N/A","N/A","0"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2021","N/A","N/A","N/A","0"
"Department of Defense","Agency Overall","2021","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Department of Defense","Agency Overall","2021","5 U.S.C. § 574 (j)","N/A","Dispute resolution communications","7"
"Department of Defense","Agency Overall","2021","5 U.S.C. §§ 7114(b)(4), 7132","Dubin v. Dep’t of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C. § 7114(b)(4)), aff’d, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision); NTEU v. OPM, No. 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. § 7114(b)(4) and 5 U.S.C. § 7132).","Certain labor relations training and guidance materials","1"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 128","N/A","Unclassified special nuclear weapons information","4"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 130(a)","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain “technical data with military or space application in the possession of, or under the control of, the Department of Defense”","136"
"Department of Defense","Agency Overall","2021","10 U.S.C § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit""","1066"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 130c","ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Nat’l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff’d on other grounds, 512 F.3d 677 (D.C. Cir. 2008); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain “sensitive information of foreign governments” and international organizations","30"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 130d","N/A","Confidential information shared with State and local personnel","4"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 130e","N/A","DoD Critical Infrastructure Security information","77"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial Intelligence Agency","299"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 455","N/A","Maps, charts and geodetic data","16"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 457  ","N/A","Operational files previously maintained by or concerning activities of the national photographic interpretation center","1"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 613a(a)","N/A","Proceedings from selection and special selection boards for active duty officers and warrant officers","3"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 1102","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records created by or for the Department of Defense as part of a medical quality assurance program","19"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 1506(d), 1596(f)","N/A","Debriefing of a missing person returned to U.S. control from July 8, 1959 forward
","1"
"Department of Defense","Agency Overall","2021","10 U.S.C § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","158"
"Department of Defense","Agency Overall","2021","10 U.S.C. § 2485(h) ","N/A","Limitations on release of Commissary Commercially Valuable Information","6"
"Department of Defense","Agency Overall","2021","15 U.S.C. § 3710a(c )","Pub. Citizen Health Rsch. Grp. v. NIH, 209 F. Supp. 2d 37, 43, 51 (D.D.C. 2002); DeLorme Pub. Co., Inc. v. NOAA, 917 F. Supp. 867, 871-72 (D. Me. 1996), appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).","“[T]rade secrets or commercial or financial information that is privileged or confidential, under the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as a result of activities under this chapter,” which pertains to cooperative research and development agreements for the purpose of technological and industrial innovation","1"
"Department of Defense","Agency Overall","2021","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","30"
"Department of Defense","Agency Overall","2021","16 U.S.C. § 470w-3","N/A","Information about the location, character, or ownership of a historic resource","23"
"Department of Defense","Agency Overall","2021","18 U.S.C. § 798 ","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","629"
"Department of Defense","Agency Overall","2021","18 U.S.C. §§ 2510, et seq.","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","4"
"Department of Defense","Agency Overall","2021","18 U.S.C. § 3509(d) ","Davis v. U.S. Postal Inspection Serv., 75 F. Supp. 3d 425, 430-31 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","272"
"Department of Defense","Agency Overall","2021","18 U.S.C. § 5038(a)","N/A","Juvenile records shall be safeguarded from disclosure to unauthorized persons","1"
"Department of Defense","Agency Overall","2021","22 U.S.C. § 2778(e)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","8"
"Department of Defense","Agency Overall","2021","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105). ","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information
","3"
"Department of Defense","Agency Overall","2021","28 U.S.C. § 652(d)","Yelder v. DOD, 577 F. Supp. 2d 342, 346-47 (D.D.C. 2008).","“[C]onfidential dispute resolution communications”","2"
"Department of Defense","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","25"
"Department of Defense","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","4"
"Department of Defense","Agency Overall","2021","42 U.S.C. § 290dd-2","N/A","Confidentiality of patient records maintained in connection with substance abuse education, prevention, training, treatment, rehabilitation, or research","1"
