"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"General Services Administration","Agency Overall","2016","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","2"
"General Services Administration","Agency Overall","2016","31 U.S.C. § 3730","N/A","Records pertaining to civil actions for false claims against the United States Government","4"
"General Services Administration","Agency Overall","2016","41 U.S.C. § 2102 (amending 41 U.S.C. § 423 (a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information.","9"
"General Services Administration","Agency Overall","2016","41 U.S.C. § 253b(m)(l) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contacts.","14"
"Administrative Conference of the United States","Agency Overall","2016","N/A","N/A","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2016","N/A","N/A","N/A","0"
"Farm Credit Administration","Agency Overall","2016","N/A","N/A","N/A","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2016","N/A","N/A","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2016","N/A","N/A","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2016","0","N/A","0","0"
"Office of the Director of National Intelligence","Agency Overall","2016","50 U.S.C. § 3024(i)(1) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","76"
"Office of the Director of National Intelligence","Agency Overall","2016","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","68"
"National Endowment for the Arts","Agency Overall","2016","N/A","N/A","N/A","0"
"Tennessee Valley Authority","Agency Overall","2016","41 U.S.C. § 253(b)(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
"Federal Energy Regulatory Commission","Agency Overall","2016","16 U.S.C. § 470hh (archaeological Resources Protection Act of 1979)","Hombostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-05257, 2004 WL 1900562) (D.C. Cir. Aug. 25, 2004)","Information pertaining to the nature and location of certain archaelogical resources.","12"
"Millennium Challenge Corporation","Agency Overall","2016","N/A","N/A","N/A","0"
"Small Business Administration","Agency Overall","2016","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","10"
"Small Business Administration","Agency Overall","2016","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","1"
"Federal Reserve System","Agency Overall","2016","N/A","N/A","N/A","0"
"United States Institute of Peace","Agency Overall","2016","N/A","N/A","N/A","0"
"Department of the Treasury","Agency Overall","2016","26 U.S.C. § 6103","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2318"
"Department of the Treasury","Agency Overall","2016","31 U.S.C. § 5319","Ortiz v. DOJ, No. 12-1674, 2014 WL 4449686, at *4 (D.D.C. Sept. 9, 2014); Rosenberg v. ICE, 13 F. Supp. 3d 92, 114-15 (D.D.C. 2014); Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","488"
"Department of the Treasury","Agency Overall","2016","41 U.S.C. § 253 (b)(m)(1)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Department of the Treasury","Agency Overall","2016","21 U.S.C. § 1904 [e](3)","","Information related to foreign narcotics traffickers","8"
"Department of the Treasury","Agency Overall","2016","10 U.S.C. § 424","Physicians for  Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller V. DOJ, 562 F. Supp. 2d  82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","2"
"Department of the Treasury","Agency Overall","2016","50 U.S.C. app. § 2170 (c) (currently at 50 U.S.C. § 4565(c))","","Information or documentary material filed with the Committee on Foreign Investment in the United States","3"
"Department of the Treasury","Agency Overall","2016","21 U.S.C. § 1903-1905","","All records generated or obtained in the implementation of the King Pin Act are excluded from the search and release provision of the FOIA","1"
"Department of the Treasury","Agency Overall","2016","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Likeness of any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof","1"
"Department of the Treasury","Agency Overall","2016","26 U.S.C. § 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","26"
"Department of the Treasury","Agency Overall","2016","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","19"
"Peace Corps","Agency Overall","2016","N/A","N/A","N/A","0"
"National Railroad Passenger Corporation","Agency Overall","2016","41 U.S.C. § 4702(b)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, AT *13-15 (s.d. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004)","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2016","N/A","N/A","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2016","26 U.S.C. § 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1"
"Pension Benefit Guaranty Corporation","Agency Overall","2016","29 U.S.C. § 1343(f)","N/A","Any information or documentary material submitted to the [agency] pursuant to . . . Seection [1343 of title 29 of the United States Code]","1"
"Federal Election Commission","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees.","7"
"Federal Election Commission","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into a contract.","2"
"Federal Election Commission","Agency Overall","2016","52 U.S.C. § 30109(a)(4)","","No action by the Commission or any person, and no information derived, in connection with any conciliation attempt by the Commission under subparagraph (A) may be made public by the Commission without the written consent of the respondent and the Commission.","5"
"Federal Election Commission","Agency Overall","2016","52 U.S.C. § 30109(a)(12)(A)","Citizens for Responsibility and Ethics in Washington v. FEC, No. 04-1672, slip op. at 5 (D.D.C. May 16, 2005).","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds.","8"
"Department of Commerce","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Govt. Act of 1978)","Meyerhoff v EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp.2d 14, 33 (D.D.C. 209), renewed motion for summary judgment granted in part on other grounds, 699F.Supp. 2d 106 (D.D.C. 2010).","Financial disclosure information pertaining to certain government employees","2"
"Department of Commerce","Agency Overall","2016","6 U.S.C. § 133(a)(1)(A)","N/A","Voluntary shared critical Infrastructure Information","1"
"Department of Commerce","Agency Overall","2016","13 U.S.C. § 301(g) (Collection and Publication of Foreign Commerce Act)","Fund Afr. v. Mosbacher, No. 92 Civ. 289, 1993 WL 183736, at *5 (S.D.N.Y. May 26, 1993); Young Conservative Found., Inc. v. U.S. Dep't of Commerce, No. 85-3982, 1987 WL 9244, at *2-3 (D.D.C. Mar. 25, 1987).","Shippers' export declarations or successor documents","8"
"Department of Commerce","Agency Overall","2016","13 U.S.C. §§ 8(b), 9(a) (Census Act)","Baldrige v Shapiro, 455 U.S, 345, 355 (1982).","Certain Census Data","22"
"Department of Commerce","Agency Overall","2016","15 U.S.C. § 7306(c)","N/A","Voluntarily provided safety-related information","6"
"Department of Commerce","Agency Overall","2016","15 U.S.C. § 7306(d) (National Construction Safety Teams)","Quick v. Dep't of Commerce, 775 F. Supp. 2d 174, 180-81 (D.D.C. 2011).","[A]ny information . . . receive[d] in the course of an investigation under this chapter if the Director finds that the disclosure of that information might jeopardize public safety","4"
"Department of Commerce","Agency Overall","2016","16 U.S.C. § 1881a(b)(1)","N/A","Certain information submitted to the Secretary, a State fishery management agency, or a marine fisheries commission by any person in compliance with the requirements of this chapter","11"
"Department of Commerce","Agency Overall","2016","19 U.S.C. § 1677f (Tariff Act)","Mudge Rose Guthrie Alexander & Ferdon v. U.S. Int'l Trade Comm'n, 846 F.2d 1527, 1530 (D.C. Cir. 1988).","Certain ""information submitted to the administering authority or the [United States International Trade] Commission which is designated as proprietary by the person submitting the information""","4"
"Department of Commerce","Agency Overall","2016","31 U.S.C. § 3730(b)(2)","N/A","Records pertaining to civil actions for false claims against the United States Government","1"
"Department of Commerce","Agency Overall","2016","35 U.S.C. § 122 (Patent Act)","Irons & Sears v. Dann, 606 F.2d 1215, 1220 (D.C. Cir. 1979), cert. denied, 444 U.S. 1075 (1980); Leeds v. Quigg, 720 F. Supp. 193, 194 (D.D.C. 1989), aff'd mem., No. 89-5062 (D.C. Cir. Oct. 24, 1989).","Applications for patents; certain information pertaining to applications for patents","9"
"Department of Commerce","Agency Overall","2016","41 U.S.C. § 253b(m)(1)","Sinkfield v. HUD. No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA. No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior. 305F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted. No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","5"
"Department of Commerce","Agency Overall","2016","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Commerce","Agency Overall","2016","50 U.S.C. § 3605","N/A","Certain information that could reveal the organization, functions, or activities of the National Security Agency and its employees","1"
"Department of Commerce","Agency Overall","2016","50 U.S.C. § 2411(c) (Export Administration Act of 1979)","Wis. Project on Nuclear Arms Control v. Dep’t of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ’g Co. v. U.S. Dep’t of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001).","Information pertaining to license applications under the Export Administration Act","15"
"Department of Commerce","Agency Overall","2016","50 U.S.C. app. § 2170(c) (currently at 50 U.S.C. § 4565(c))","N/A","Information on documentary material filed with the Committee on Foreign Investment in the United States","6"
"Department of Commerce","Agency Overall","2016","47 U.S.C. § 1426(d) (Powers, duties, and responsibilities of the First Responder Network Authority)","N/A","N/A","1"
"Federal Deposit Insurance Corporation","Agency Overall","2016","31 U.S.C. § 5319","Ortiz v. DOJ, No. 12-1674, 2014 WL 4449686, at *4 (D.D.C. Sept. 9, 2014); Rosenberg v. ICE, 13 F. Supp. 3d 92, 114-15 (D.D.C. 2014); Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","1"
"Federal Deposit Insurance Corporation","Agency Overall","2016","15 U.S.C. § 6801","Hodes v. HUD, 532 F. Supp. 2d 108, 117 (D.D.C. 2008).","Nonpublic personal information of customers of financial institutions","4"
"Commission of Fine Arts","Agency Overall","2016","N/A","N/A","N/A","0"
"Office of Special Counsel","Agency Overall","2016","N/A","N/A","N/A","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2016","N/A","N/A","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2016","N/A","N/A","N/A","0"
"Department of Homeland Security","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","20"
"Department of Homeland Security","Agency Overall","2016","6 U.S.C. § 121","N/A","Intelligence sources and methods","52"
"Department of Homeland Security","Agency Overall","2016","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Ingelligence sources and methods","55"
"Department of Homeland Security","Agency Overall","2016","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","14"
"Department of Homeland Security","Agency Overall","2016","31 U.S.C. § 5319 (Bank Secrecy Act)","Ortiz v. DOJ, No. 12-1674, 2014 WL 4449686, at *4 (D.D.C. Sept. 9, 2014); Rosenberg v. ICE, 13 F. Supp. 3d 92, 114-15 (D.D.C. 2014); Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","10"
"Department of Homeland Security","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","1"
"Department of Homeland Security","Agency Overall","2016","49 U.S.C. § 114","Skurow v. DHS, No. 11-1296, 2012 WL 4380895, at *9-10 (D.D.C. Sept. 26, 2012); Tooley v. Bush, No. 06-306, 2006 WL 3783142, at *19 (D.D.C. Dec. 21, 2006), aff'd on other grounds, 586 F.3d 1006 (D.C. Cir. 2009); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","7129"
"Department of Homeland Security","Agency Overall","2016","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","5"
"Department of Homeland Security","Agency Overall","2016","6 U.S.C. § 133(a)(1)(A)","N/A","Voluntarily shared critical infrastructure information","1"
"Department of Homeland Security","Agency Overall","2016","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","13"
"Department of Homeland Security","Agency Overall","2016","5 U.S.C. §§ 7114(b)(4), 7132 (Civil Service Reform Act)","Dubin v. Dep't of Treasury, 555 F. Supp. 408, 412 (N.D.Ga. 1981)(5 U.S.C. 7114(b)(4)), aff'd, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision): NTEU v. OPM, No 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. 7114(b)(4) and 5 U.S.C. 7132)","Defining agencies' and representatives' duty to negotiate in good faith to include disclosure of certain labor relations training and guidance materials and limiting the issuance of certain supoenas","2"
"Department of Homeland Security","Agency Overall","2016","18 U.S.C. § 1461","Miller v. California, 413 U.S. 15, 24-25 (1973); Smith v. United States, 431 U.S. 291, 300-02, 309 (1977); and Pope v. Illinois, 481 U.S. 497, 500-01 (1987).","Mailing obscene or crime-inciting matter","2"
"Department of Homeland Security","Agency Overall","2016","Fed. R. Crim. P. 6(e),  enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","5"
"Department of Homeland Security","Agency Overall","2016","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1931"
"Department of Homeland Security","Agency Overall","2016","18 U.S.C. §§ 2510-20 (Title III of the Omnibus Crime Control and Safe Streets Act)","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","5"
"Department of Homeland Security","Agency Overall","2016","18 U.S.C. § 2251","N/A","Prohibition on sexual exploitation of children","1"
"Department of Homeland Security","Agency Overall","2016","42 U.S.C. § 262a(h)","N/A","Bioterrorism-related information","1"
"Department of Homeland Security","Agency Overall","2016","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","22"
"Department of Transportation","Agency Overall","2016","49 U.S.C. § 40115","N/A","Information harmful to US position in international aviation negotiations, or harmful to any US international air carrier","3"
