"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Veterans Affairs","Agency Overall","2017","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","12"
"Department of Veterans Affairs","Agency Overall","2017","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","3"
"Federal Financial Institutions Examination Council","Agency Overall","2017","N/A","N/A","N/A","0"
"Office of the Director of National Intelligence","Agency Overall","2017","50 U.S.C. § 3024(i)(1) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","94"
"Court Services and Offender Supervision Agency","Agency Overall","2017","N/A","N/A","N/A","0"
"Occupational Safety and Health Review Commission","Agency Overall","2017","N/A","N/A","N/A","0"
"United States Access Board","Agency Overall","2017","N/A","N/A","N/A","0"
"Federal Election Commission","Agency Overall","2017","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","3"
"Federal Election Commission","Agency Overall","2017","5 U.S.C. app. 3 § 7(b)","","Names of employees who provide information or complaints to the Inspector General","3"
"Federal Election Commission","Agency Overall","2017","52 U.S.C. § 30109(a)(4)","","Action by the Commission or any person, and information derived, in connection with any conciliation attempt by the Commission in relation to certain complaints filed with the Commission","5"
"Federal Election Commission","Agency Overall","2017","52 U.S.C. § 30109(a)(12)(A)* (Federal Election Campaign Act)","Citizens for Responsibility and Ethics in Washington v. FEC, No. 04-1672, slip op. at 5 (D.D.C. May 16, 2005).","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds","8"
"U.S. Railroad Retirement Board","Agency Overall","2017","45 U.S.C. 362(d) (Railroad Unemployment Insurance Act)","Ass'n. of Retired Railroad Workers v. U.S. Railroad Retirement Board, 830 F.2d 331, 334 (D.C. Cir. 1987)p; Nat'l. Ass'n. of Retired & Veteran Ry. Employees v. R.R. Ret. Bd., 87-117, slip op. at 5 (N.D. Ohio Feb. 20, 1991).","Information obtained by the Railroad Retirement Board that reveals, in any manner, an employee's identity","22"
"Department of Commerce","Agency Overall","2017","5 U.S.C. app. § 107(a) (Ethics in Govt. Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","3"
"Department of Commerce","Agency Overall","2017","13 U.S.C. § 301(g) (Collection and Publication of Foreign Commerce Act)","Afr. Fund v. Mosbacher, No. 92 Civ. 289, 1993 WL 183736, at *5 (S.D.N.Y. May 26, 1993); Young Conservative Found., Inc. v. U.S. Dep’t of Commerce, No. 85-3982, 1987 WL 9244, at *2-3 (D.D.C. Mar. 25, 1987).","Shippers' export declarations or successor documents","8"
"Department of Commerce","Agency Overall","2017","13 U.S.C. §§ 8(b), 9(a) (Census Act)","Baldrige v. Shapiro, 455 U.S. 345, 355 (1982).","Certain Census data","22"
"Department of Commerce","Agency Overall","2017","19 U.S.C. § 1677f (Tariff Act)","Mudge Rose Guthrie Alexander & Ferdon v. U.S. Int'l Trade Comm'n, 846 F.2d 1527, 1530 (D.C. Cir. 1988).","Certain ""information submitted to the administering authority or the [United States International  Trade] Commission which is  designated as proprietary by the person submitting the information""","1"
"Department of Commerce","Agency Overall","2017","31 U.S.C. § 3730(b)(2)","N/A","Records pertaining to civil actions for false claims against the United States Government","1"
"Department of Commerce","Agency Overall","2017","35 U.S.C. § 122 (Patent Act)","Irons & Sears v Dann, 606 F.2d 1215, 1219-21 (D.C. Cir. 1979).","Applications for patents; certain information pertaining to applications for patents","15"
"Department of Commerce","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2022 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v U.S. Dep’t of Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Department of Commerce","Agency Overall","2017","47 U.S.C. § 1426(d)","N/A","Action taken or decisions made by the First Responder Network Authority","1"
"Department of Commerce","Agency Overall","2017","50 U.S.C.  § 3507 (formerly 50 U.S.C. § 432(b))","N/A","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, names, official titles, salaries, or numbers of personnel employed by the Agency""","2"
"Department of Commerce","Agency Overall","2017","50 U.S.C. § 4555(d)","N/A","Information obtained under the Defense Production Act of 1950 that the President deems confidential or the person furnishing such information requests confidential treatment of the information.","2"
"Department of Commerce","Agency Overall","2017","50 U.S.C. § app. 2411(c) (Export Administration Act of 1979)","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001); Lessner v. U.S. Dep't of Commerce, 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","16"
"Department of Commerce","Agency Overall","2017","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","1"
"Department of Commerce","Agency Overall","2017","16 U.S.C. § 1881a(b)(1) (Magnuson-Stevens Act)","N/A","Certain information submitted to the Secretary, a State fishery management agency, or a marine fisheries commission by any person in compliance with the requirements of this chapter","22"
"Department of Commerce","Agency Overall","2017","16 U.S.C. § 1383a(j)","N/A","Vessel owner and exempted vessel on-board observer information","1"
"Department of Commerce","Agency Overall","2017","15 U.S.C. § 7306(d) (National Construction Safety Teams)","Quick v. Dep't of Commerce, 775 F. Supp. 2d 174, 180-81 (D.D.C. 2011).","[A]ny information . . . receive[d] in the course of an investigation under this chapter if the Director finds that the disclosure of that information might jeopardize public safety","4"
"Department of Commerce","Agency Overall","2017","50 U.S.C. § 402 note (currently at 50 U.S.C. 3605)","N/A","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"United States International Boundary and Water Commission","Agency Overall","2017","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources","1"
"Department of Justice","Agency Overall","2017","10 U.S.C. § 1102 (National Defense Authorization Act for Fiscal Year 1987)","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records","2"
"Department of Justice","Agency Overall","2017","10 U.S.C. § 130","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain ""technical data with military or space application in the possession of, or under the control of, the Department of Defense""","1"
"Department of Justice","Agency Overall","2017","10 U.S.C. § 130c","Nat'l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff'd on other grounds, 512 F.3d 677 (D.C. Cir. 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain ""sensitive information of foreign governments"" and certain international organizations","1"
"Department of Justice","Agency Overall","2017","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","1"
"Department of Justice","Agency Overall","2017","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","4"
"Department of Justice","Agency Overall","2017","13 U.S.C. §§ 8(b), 9(a) (Census Act)","Baldrige v. Shapiro, 455 U.S. 345, 355 (1982).","Certain census data","1"
"Department of Justice","Agency Overall","2017","15 U.S.C. § 1314(g) (Antitrust Civil Process Act)","Motion Picture Ass'n of Am. v. DOJ, No. 80 Civ. 6612, slip op. at 1 (S.D.N.Y. Oct. 6, 1981).","""Any documentary material, answers to written interrogatories, or transcripts of oral testimony"" provided pursuant to certain civil investigative demands pertaining to antitrust investigations","6"
"Department of Justice","Agency Overall","2017","15 U.S.C. § 18a(h)","Lieberman v. FTC, 771 F.2d 32 (2d Cir. 1985).","Information submitted in connection with the premerger notification provisions of the HartScott-Rodino Antitrust Improvements Act of 1976","7"
"Department of Justice","Agency Overall","2017","18 U.S.C. § 3123(d) (Pen Register Act)","Labow v. DOJ, No. 11-1256, 2014 WL 4368954, at *8 (D.D.C. Sept. 4, 2014); Stephens v. DOJ, 26 F. Supp. 3d 59, 68 (D.D.C. 2014); Jennings v. FBI, No. 03-1651, slip op. at 11-12 (D.D.C. May 6, 2004); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).","Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","63"
"Department of Justice","Agency Overall","2017","18 U.S.C. § 3153","N/A","Information regarding pre-trial services","14"
"Department of Justice","Agency Overall","2017","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","24"
"Department of Justice","Agency Overall","2017","18 U.S.C. § 3521(b)(1)(g) (Witness Security Reform Act of 1984)","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff'd, No. 101595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).","""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","9"
"Department of Justice","Agency Overall","2017","18 U.S.C. § 4208(c) (Parole Commission and Reorganization Act)","DOJ v. Julian, 486 U.S. 1, 9 (1988).","Certain records pertaining to parole determination proceedings","2"
"Department of Justice","Agency Overall","2017","18 U.S.C. § 5038","N/A","Juvenile arrest records","2"
"Department of Justice","Agency Overall","2017","18 U.S.C. § 798 (Espionage Act)","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","3"
"Department of Justice","Agency Overall","2017","18 U.S.C. §§ 2510-20","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","110"
"Department of Justice","Agency Overall","2017","22 U.S.C. § 3104(c) (International Investment Survey Act)","Young Conservative Found., Inc. v. U.S. Dep't of Commerce, No. 85-3982, 1987 WL 9244, at *3-4 (D.D.C. Mar. 25, 1987).","Records and reports provided pursuant to subsection (b)(2) of the section of the statute which pertains to certain ""surveys and studies"" regarding international investment and trade","1"
"Department of Justice","Agency Overall","2017","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","117"
"Department of Justice","Agency Overall","2017","31 U.S.C. § 3730","N/A","Records pertaining to civil actions for false claims against the United States Government","8"
"Department of Justice","Agency Overall","2017","31 U.S.C. § 5319 (Bank Secrecy Act)","Ortiz v. DOJ, No. 12-1674, 2014 WL 4449686, at *4 (D.D.C. Sept. 9, 2014); Rosenberg v. ICE, 13 F. Supp. 3d 92, 114-15 (D.D.C. 2014); Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","20"
"Department of Justice","Agency Overall","2017","38 U.S.C. § 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251, slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996).","Records created by VA as part of its medical quality-assurance program; certain other information pertaining to VA's medical quality-assurance program","1"
"Department of Justice","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","5"
"Department of Justice","Agency Overall","2017","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","6"
"Department of Justice","Agency Overall","2017","42 U.S.C. § 2000g-2b","N/A","Conciliation assistance data received by the Community Relations Service","1"
"Department of Justice","Agency Overall","2017","42 U.S.C. § 300aa12(d)(4)(A) (National Childhood Vaccine Injury Act of 1986)","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011).","""Except as provided in subparagraph (B), information submitted to a special master or the court in a proceeding on a petition [for compensation under the National Vaccine Injury Compensation Program] . . . without the express written consent of the person who submitted the information""","1"
"Department of Justice","Agency Overall","2017","42 U.S.C. § 3789g","N/A","Data received by the Bureau of Justice Statistics and used only for statistical or research purposes","9"
"Department of Justice","Agency Overall","2017","49 U.S.C. § 114","Skurow v. DHS, No. 11-1296, 2012 WL 4380895, at *9-10 (D.D.C. Sept. 26, 2012); Tooley v. Bush, No. 06-306, 2006 WL 3783142, at *19 (D.D.C. Dec. 21, 2006), aff'd on other grounds, 586 F.3d 1006 (D.C. Cir. 2009); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","3"
"Department of Justice","Agency Overall","2017","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","6"
"Department of Justice","Agency Overall","2017","50 U.S.C. app. § 2411(c)","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001); Lessner v. U.S. Dep't of Commerce, 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","1"
"Department of Justice","Agency Overall","2017","50 U.S.C. § 402 note (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","9"
"Department of Justice","Agency Overall","2017","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","763"
"Department of Justice","Agency Overall","2017","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","48"
"Department of Justice","Agency Overall","2017","50 U.S.C. § 432a (currently at 50 U.S.C. § 3143)","Aftergood v. National Reconnaissance Office, 441 F. Supp. 2d 37, 46 (D.D.C. 2006).","Operational files of the National Reconnaissance Office","1"
"Department of Justice","Agency Overall","2017","8 U.S.C. § 1202(f) (Immigration and Nationality Act)","Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep't of State, No. 12-1111, 2014 WL 4704840, at *6 (S.D.N.Y. Sept. 19, 2014); Beltranena v. U.S. Dep't of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983).","Certain records pertaining to the issuance or refusal of visas to enter the United States","3"
"Department of Justice","Agency Overall","2017","Agreement Between the Government of the United States of America and the Government of the United Kingdom of Great Britain and Northern Ireland on Mutual Legal Assistance in Criminal Matters, U.S.-U.K., Jan. 6, 1994, S. TREATY DOC. No. 104-2 (1995)","N/A","Information exchanged with foreign government pursuant to a Mutual Legal Assistance Treaty","1"
"Department of Justice","Agency Overall","2017","Fed. R. Crim. P. 32, enacted by Act of July 31, 1975, Pub. L. 94-64, § 2, 89 Stat. 370","DOJ v. Julian, 486 U.S. 1, 9 (1988).","Presentence reports and recommendations","100"
"Department of Justice","Agency Overall","2017","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","674"
"Department of Justice","Agency Overall","2017","Pub. L. No. 108-447, 118 Stat. 2809, 2859-60 (Consolidated Appropriations Act, 2005) Pub. L. No. 110-161, 121 Stat. 1844, 1903-904 (Consolidated Appropriations Act, 2008)","City of Chicago v. U.S. Dep't of the Treasury, 423 F.3d 777, 781-82 (7th Cir. 2005); Abdeljabbar v. ATF, No. 13-cv-0330, 2014 WL 6478794, at *9-11 (D.D.C. Nov. 20, 2014); Singh v. FBI, 574 F. Supp. 2d 32, 45-46 (D.D.C. 2008).","Certain firearms database information","1"
"Department of Justice","Agency Overall","2017","Pub. L. No. 111-8, 123 Stat. 524","City of Chicago v. U.S. Dep't of the Treasury, 423 F.3d 777 (7th Cir. 2005)","Information required to be maintained by Federal Firearms Licensees and information maintained in the ATF Firearms Tracing Systems","117"
"National Indian Gaming Commission","Agency Overall","2017","N/A","N/A","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2017","19 U.S.C. § 2155(g) (Trade Act of 1974, as amended)","Intellectual Prop. Watch v. U.S. Trade Representative, 13 Civ. 8955 (ER), 2015 U.S. Dist. LEXIS 130105, at *37 (S.D.N.Y. Jan. 31, 2014).","Certain information in connection with trade negotiations","1"
"Office of the United States Trade Representative","Agency Overall","2017","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","1"
"National Council on Disability","Agency Overall","2017","N/A","N/A","N/A","0"
"Presidio Trust","Agency Overall","2017","N/A","N/A","N/A","0"
"Department of Homeland Security","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","36"
"Department of Homeland Security","Agency Overall","2017","6 U.S.C. § 121","N/A","Intelligence sources and methods","199"
"Department of Homeland Security","Agency Overall","2017","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","194"
