"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Energy","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Department of Energy","Agency Overall","2018","15 U.S.C. § 638(k)(4)","N/A","Information contained within a Small Business Innovative Research (SBIR) and Small Business Technology Transfer (STTR) program evaluation databases","1"
"Department of Energy","Agency Overall","2018","6 U.S.C. § 824o-1(d)","N/A","Information pertaining to Critical Electric Infrastructure Security","3"
"Department of Energy","Agency Overall","2018","22 U.S.C. § 2778(e) (Arms Export Control Act)","Council for a Livable World v. U.S. Dep’t of State, 1998 U.S. Dist. LEXIS 23642 at *11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","1"
"Environmental Protection Agency","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin V. NASA, No 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D. D. C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D. C. Cir. Aug. 25, 2004)","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Environmental Protection Agency","Agency Overall","2018","7 U.S.C. § 136i-1 (Federal Insecticide, Fungicide, and Rodenticide Act)","Doe v. Veneman, 380 F. 3d 807, 818 (5th Cir. 2004).","“[D]ata, including the location from which the data was derived, that would directly or indirectly reveal the identity of individual producers [of certain pesticides]”","12"
"National Endowment for the Humanities","Agency Overall","2018","N/A","N/A","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2018","N/A","N/A","N/A","0"
"Department of Labor","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1"
"Department of Labor","Agency Overall","2018","44 U.S.C. § 3501 note","N/A","Data or information acquired under a pledge of confidentiality for exclusively statistical purposes","8"
"Department of Labor","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","1"
"Federal Labor Relations Authority","Agency Overall","2018","N/A","N/A","N/A","0"
"National Science Foundation","Agency Overall","2018","41 U.S.C. § 253b(m)(1) (current)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233 at *13-15 (S.D. Ohio Mar, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar.31, 2011); Hombostel v. U.S. Dept. of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
"Federal Energy Regulatory Commission","Agency Overall","2018","16 U.S.C. 470hh","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03- 5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaelogical resources","10"
"Federal Trade Commission","Agency Overall","2018","21 U.S.C. § 355","N/A","Any information or documentary material that may have been filed pursuant to a pharmaceutical agreement notification","2"
"Federal Trade Commission","Agency Overall","2018","15 U.S.C. § 46(f) (Federal Trade Commission Act)","Ctr. for Digital Democracy v. FTC, 189 F. Supp. 3d 151, 158- 59 (D.D.C. 2016).","""[Any] trade secret or any commercial or financial information which is obtained from any person and which is privileged and confidential""","68"
"Federal Trade Commission","Agency Overall","2018","15 U.S.C. § 57b-2(f) (Federal Trade Commission Act)","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994); Ayuda, Inc. v. FTC, 70 F. Supp. 3d 247, 278-79 (D.D.C. 2014) (15 U.S.C. § 57b-2); National Educ. Ass’n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2).","Certain investigative materials received by the FTC and ""provided pursuant to compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process"" or ""consumer complaint information obtained from a foreign source""","126"
"Federal Trade Commission","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Federal Trade Commission","Agency Overall","2018","15 U.S.C. § 18a(h)","Lieberman v. FTC, 771 F.2d 32 (2nd Cir. 1985).","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","35"
"Federal Trade Commission","Agency Overall","2018","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","1"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2018","10 U.S.C. § 130c","ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Nat’l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff’d on other grounds, 512 F.3d 677 (D.C. Cir. 2008); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain “sensitive information of foreign governments” and certain international organizations","2"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2018","Pub. L. No. 95-452, 92 Stat. 1101","N/A","Identities of employees that have submitted complaints and or provided information during the course of an OIG investigation","1"
"Marine Mammal Commission","Agency Overall","2018","N/A","N/A","N/A","0"
"Office of Special Counsel","Agency Overall","2018","N/A","N/A","N/A","0"
"United States Postal Service","Agency Overall","2018","39 U.S.C. § 410(c)(1)","N/A","Records relating to names and addresses of postal customers","428"
"United States Postal Service","Agency Overall","2018","39 U.S.C. § 410(c)(2) (Postal Reorganization Act)","Wickwire Gavin, P.C. v. USPS, 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); Reid v. USPS, No. 05-294, 2006 WL 1876682, at *5-9 (S.D. Ill. July 5, 2006); Robinett v. USPS, No. 02-1094, 2002 WL 1728582, at *5 (E.D. La. July 24, 2002).","Commercial information which would not be disclosed under good business practice","260"
"United States Postal Service","Agency Overall","2018","39 U.S.C. § 410(c)(3)","N/A","Information prepared for use in the negotiation of collective bargaining agreements under 39 U.S.C. Chapter 12 and minutes or notes kept during the negotiating sessions","5"
"United States Postal Service","Agency Overall","2018","39 U.S.C. § 410(c)(4)","N/A","Information prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service charges","2"
"United States Postal Service","Agency Overall","2018","39 U.S.C. § 410(c)(6)","N/A","Investigatory files, whether or not considered closed, compiled for law enforcement purposes except to the extent available by law to a party other than the Postal Service","4"
"United States Postal Service","Agency Overall","2018","39 U.S.C. § 412","N/A","Records containing lists of postal customers","12"
"United States Postal Service","Agency Overall","2018","18 U.S.C. §§ 2510-20 (Title III of the Omnibus Crime Control and Safe Streets Act)","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","2"
"United States Postal Service","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","10"
"United States Postal Service","Agency Overall","2018","Pub. L. No. 95-452, 92 Stat. 1101","N/A","Identities of employees that have submitted complaints and or provided information during the course of an OIG investigation","30"
"Equal Employment Opportunity Commission","Agency Overall","2018","42 U.S.C.  § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)","Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in the investigation of charges of unlawful employment practices","1532"
"Equal Employment Opportunity Commission","Agency Overall","2018","42 U.S.C. § 12117","N/A","Americans with Disabilities Act charges, conciliation materials, required reports, and case file information","905"
"Equal Employment Opportunity Commission","Agency Overall","2018","42 U.S.C. § 2000ff-6","N/A","Information pertaining to charges of unlawful employment discrimination practices","704"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2018","N/A","N/A","N/A","0"
"Department of the Interior","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","29"
"Department of the Interior","Agency Overall","2018","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03- 5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","34"
"Department of the Interior","Agency Overall","2018","54 U.S.C. § 307103","N/A","Information about the location, character or ownership of a historic resource","18"
"Department of the Interior","Agency Overall","2018","16 U.S.C. § 4304(a)","N/A","Specific location of significant caves","1"
"Department of the Interior","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","2"
"Department of the Interior","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","5"
"Department of the Interior","Agency Overall","2018","54 U.S.C. § 100707 (formerly at 16 U.S.C. § 5937) (National Parks Omnibus Management Act)","Hornbostel v. U.S. Dep’t of the Interior, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Sw. Ctr. for Biological Diversity v. USDA, 314 F.3d 1060, 1062 (9th Cir. 2002); Pease v. U.S. Dep’t of Interior, No. 1:99CV113, slip op. at 2, 4 (D. Vt. Sept. 17, 1999).","Information pertaining to: “endangered, threatened, rare, or commercially valuable” National Park System resources; “mineral or paleontological objects within units of the National Park System”; or “objects of cultural patrimony within units of the National Park System”","7"
"Department of the Interior","Agency Overall","2018","26 U.S.C. §§ 6103 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","3"
"Department of the Interior","Agency Overall","2018","25 U.S.C. § 2103(c) (Indian Mineral Development Act of 1982)","Jicarilla Apache v. U.S., 60 Fed. Cl. 611, 613-14 (2004) (dictum) (overturned on other grounds by U.S. v. Jicarilla Apache Nation, 131 S. Ct. 2313 (2011)).","Information related to decisions to grant/disapprove minerals agreements for Indian tribes","1"
"Department of the Interior","Agency Overall","2018","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","2"
"Department of the Interior","Agency Overall","2018","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09- 5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09- CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","1"
"Department of the Interior","Agency Overall","2018","16 U.S.C. § 470aaa-8 (Paleontological Resources Preservation Act)","N/A","Information concerning the nature and specific location of a paleontological resource","4"
"Federal Mine Safety and Health Review Commission","Agency Overall","2018","N/A","N/A","N/A","0"
"Denali Commission","Agency Overall","2018","N/A","N/A","N/A","0"
"National Archives and Records Administration","Agency Overall","2018","10 U.S.C. § 130(a)","Newport Aeronautical Sales v. Dep’t of the Air Force, 684 F.3d 160, 168 (D.C. Cir. 2012); Chenkin v. Dep’t of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff’d, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain “technical data with military or space application in the possession of, or under the control of, the Department of Defense”","4"
"National Archives and Records Administration","Agency Overall","2018","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","6"
"National Archives and Records Administration","Agency Overall","2018","18 U.S.C. §§ 2510-20 (Title III of the Omnibus Crime Control and Safe Streets Act)","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","6"
"National Archives and Records Administration","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","9"
"National Archives and Records Administration","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"National Archives and Records Administration","Agency Overall","2018","42 U.S.C. § 2162 (Atomic Energy Act)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","“Restricted Data” pertaining to atomic weapons and special nuclear material","1"
"National Archives and Records Administration","Agency Overall","2018","42 U.S.C. § 2168(a)(1) (Atomic Energy Act)","","“Restricted Data” pertaining to atomic weapons and special nuclear material","21"
"National Archives and Records Administration","Agency Overall","2018","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","169"
"National Archives and Records Administration","Agency Overall","2018","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep’t of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”","105"
"National Archives and Records Administration","Agency Overall","2018","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009);  Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009)","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","2"
"National Archives and Records Administration","Agency Overall","2018","Pub. L. No. 102-190, 105 Stat. 1290, 1480-1481.","","Information concerning US personnel classified as POW.MIA during the Vietnam and Korean Conflicts (McCain Bill)","1"
"National Archives and Records Administration","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","56"
"United States Copyright Office","Agency Overall","2018","N/A","N/A","N/A","0"
"Social Security Administration","Agency Overall","2018","42 U.S.C. Section 7290dd-2","N/A","Certain records relating to substance abuse","2"
"Social Security Administration","Agency Overall","2018","Public Law 100-71 Section 503 of the Supplemental Appropriations Act of 1987","Pub. L. 100-71, 101 Stat. 391, 468-471, codified at 5 U.S.C. Section 7301 note (1987).","Federal Employee Drug Testing and Results Information.","1"
"Social Security Administration","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax information, to include Taxpayeer Identification Numbers, numbers of third parties, and certain tax convention information.","7"
"Social Security Administration","Agency Overall","2018","42 U.S.C. § 405(r) (Social Security Act)","Int'l Diatomite Producers Ass'n v. SSA, No. 92-1634, 1993 WL 137286, at 3*(N.D. Cal. Apr. 28, 1993) appeal dismissed per stipulation, No. 93-16204 (9th Cir. Oct. 27, 1993).","Death certificates and records pertaining to deaths  provided to the Commissioner of Social Security under this subsection.","2"
"Social Security Administration","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield V. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolinv. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d, 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004)","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incirporated by reference into contracts","4"
"National Transportation Safety Board","Agency Overall","2018","49 U.S.C. § 1114(f)","N/A","Any information relating to Board participation in foreign aircraft accidents, where the country conducting the investigation has not issued its report or two years have not elapsed from the date of the accident","1"
"National Transportation Safety Board","Agency Overall","2018","49 U.S.C. § 1136(d)","N/A","Passenger lists","1"
"National Transportation Safety Board","Agency Overall","2018","49 U.S.C. § 1114(c) (Transportation Safety Act of 1974)","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D. Colo. 1993).","Certain “cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board”","5"
"National Transportation Safety Board","Agency Overall","2018","49 U.S.C. § 1114 (d)(1)","N/A","Certain surface vehicle recordings and transcripts related to an accident investigated by the Board.","3"
"Administrative Conference of the United States","Agency Overall","2018","N/A","N/A","N/A","0"
"National Credit Union Administration","Agency Overall","2018","0","N/A","0","0"
"Surface Transportation Board","Agency Overall","2018","5 U.S.C. § 574(j)","N/A","Certain dispute resolution communication between a neutral and a party.","1"
"Institute of Museum and Library Services","Agency Overall","2018","N/A","N/A","N/A","0"
"Tennessee Valley Authority","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
"Tennessee Valley Authority","Agency Overall","2018","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","2"
"Council on Environmental Quality","Agency Overall","2018","N/A","N/A","N/A","0"
"Department of Transportation","Agency Overall","2018","49 U.S.C.  § 40115(a)","N/A","Information harmful to US position in international aviation negotiations, or harmful to any US international air carrier","1"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 40119(b) (Federal Aviation Act)","Pub. Citizen, Inc. v. FAA, 988 F.2d 186, 194 (D.C. Cir. 1993); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Certain information obtained or developed in ensuring transportation security if disclosure of that information would: constitute an invasion of personal privacy, reveal a trade secret or confidential commercial or financial information, or be detrimental to transportation safety","51"
"Department of Transportation","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007);  Widi v. McNeil, No. 12-CV00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","2"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 46311","N/A","Certain information from air carrier records that would either prejudice the United States in international negotiations or have an adverse effect on the competitive position of an air carrier","5"
"Department of Transportation","Agency Overall","2018","35 U.S.C. § 205","N/A","Government inventions information","1"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 40110(e)","N/A","Contract proposal not incorporated into contract","2"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 40123(a)","N/A","Aviation Safety Action Program voluntarily submitted information","8"
