"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Central Intelligence Agency","Agency Overall","2020","50 U.S.C § 3605 (formerly at 50 U.S.C. § 402 note) (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009). ","Information pertaining to the functions or organization of NSA; certain information
pertaining to NSA employees ","1"
"Selective Service System","Agency Overall","2020","N/A","N/A","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2020","N/A","N.A","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2020","N/A","N/A","N/A","0"
"Federal Trade Commission","Agency Overall","2020","21 U.S.C. § 355","N/A","Any information or documentary material that may have been filed pursuant to a pharmaceutical agreement notification","2"
"Federal Trade Commission","Agency Overall","2020","15 U.S.C. §§ 46(f), 57b-2(f) (Federal Trade Commission Act)","A. Michael’s Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Ctr. for Digit. Democracy v. FTC, 189 F. Supp. 3d 151, 158-59 (D.D.C. 2016) (15 U.S.C. § 46(f)); Ayuda, Inc. v. FTC, 70 F. Supp. 3d 247, 278-79 (D.D.C. 2014) (15 U.S.C. § 57b-2); Nat'l Educ. Ass’n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2). ","“[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential” and certain investigative materials received by the FTC and “provided pursuant to any compulsory process under this subchapter or which is
provided voluntarily in place of such compulsory process”","181"
"Federal Trade Commission","Agency Overall","2020","15 U.S.C. § 18a(h)","Lieberman v. FTC, 771 F.2d 32 (2nd Cir. 1985).","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","14"
"United States African Development Foundation","Agency Overall","2020","N/A","N/A","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2020","N/A","N/A","N/A","0"
"Department of Energy","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885,
2012 U.S. Dist. LEXIS 35233,
at *13-15 (S.D. Ohio Mar. 15,
2012); Margolin v. NASA, No.
09-CV-00421, 2011 WL
1303221, at *6 (D. Nev. Mar.
31, 2011); Hornbostel v. U.S.
Dep’t of the Interior, 305 F.
Supp. 2d 21, 30 (D.D.C. 2003),
summary affirmance granted,
No. 03-5257, 2004 WL
1900562 (D.C. Cir. Aug. 25,
2004).","Contractor proposals that
are in the possession or
control of an executive
agency and that have not
been set forth or
incorporated by reference
into contracts","1"
"Department of Energy","Agency Overall","2020","16 U.S.C. 470hh","Hornbostel v. U.S. Dep’t of the
Interior, 305 F. Supp. 2d 21, 30
(D.D.C. 2003), summary
affirmance granted, No. 03-
5257, 2004 WL 1900562 (D.C.
Cir. Aug. 25, 2004); Starkey v.
U.S. Dep’t of the Interior, 238
F. Supp. 2d 1188, 1193-94
(S.D. Cal. 2002). ","Information pertaining to the nature and location of certain archaeological resources","1"
"Department of Energy","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2) ","N/A ","Confidential financial disclosure report pertaining to certain government employees","2"
"Department of Energy","Agency Overall","2020","15 U.S.C. 638(k)(4)","n/a","Information contained within a Small Business Innovative Research (SBIR) and Small Business
Technology Transfer (STTR) program evaluation databases","1"
"Department of Energy","Agency Overall","2020","26 U.S.C. §§ 6103, 6105 ","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return
information, to include
Taxpayer Identification
Numbers of third parties,
and certain tax convention
information","12"
"Department of Energy","Agency Overall","2020","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch.,
Inc. v. U.S. Dep’t of the Army,
No. Civ. S001748, 2001 WL
34098652, at *3-4 (E.D. Cal.
May 4, 2001) (dictum).","Contractor bid or proposal
information; source
selection information","1"
"Department of Energy","Agency Overall","2020","16 U.S.C. § 824o-1(d)","n/a","Information pertaining to Critical Electric Infrastructure Security","1"
"Department of Energy","Agency Overall","2020","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d
1106, 1113 (D.C. Cir. 2007);
Sorin v. DOJ, No. 18-99, 2018
WL 6431027 (2d Cir. Dec. 6,
2018) (per curium); Widi v.
McNeil, No. 12-CV-00188,
2016 WL 4394724, at *23 (D.
Me. Aug 16, 2016); Durham v.
U.S. Att'y Gen., No. 06-843,
2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen
O’Connor v. U.S. Dep’t of
Treasury, 570 F. Supp. 2d 749,
776 (E.D. Pa. 2008).","Certain records that would
reveal some secret aspect
pertaining to grand jury
proceedings","1"
"Department of Energy","Agency Overall","2020","42 U.S.C. §§ 2162, 2167, 2168(a)(1)","Meeropol v. Meese, 790 F.2d
942 (D.C. Cir. 1986); Va.
Sunshine All. v. NRC, 509 F.
Supp. 863 (D.D.C 1981), aff'd
per curiam on other grounds,
669 F.2d 788 (D.C. Cir. 1981).","“Restricted Data”
pertaining to atomic
weapons and special
nuclear material and certain
safeguards information for
nuclear material","6"
"Department of Housing and Urban Development","Agency Overall","2020","42 U.S.C. § 3610(d)","West v. Jackson, 448 F. Supp. 2d 207, 212-13 (D.D.C. 2006), summary affirmance granted, No. 06-5281, 2007 WL 1723362 (D.C. Cir. Mar. 6, 2007). ","Records pertaining to conciliation of disputes regarding allegations of unfair housing practices; information derived from housing discrimination investigations and any final investigative reports pertaining to such investigations.","13"
"Department of Housing and Urban Development","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS
35233, at *13-15 (S.D. Ohio Mar. 15, 2012);
Margolin v. NASA, No. 09-CV-00421, 2011 WL
1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel
v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30
(D.D.C. 2003), summary affirmance granted, No.
03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25,
2004).","Contractor proposals that are in the possession or control of an
executive agency and that have not been set forth or incorporated
by reference into contracts","2"
"Department of Housing and Urban Development","Agency Overall","2020","42 USC § 3537a ","N/A","Covered information during the grant selection process","6"
"Department of Housing and Urban Development","Agency Overall","2020","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v.
McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","1"
"U.S. Agency for International Development","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No.
09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S.
Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive
agency and that have not been set forth or
incorporated by reference into contracts.","12"
"U.S. Agency for International Development","Agency Overall","2020"," U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General. 
","10"
"U.S. Agency for International Development","Agency Overall","2020","6 U.S.C. § 133(a)(1)(A)","N/A","Voluntarily shared critical infrastructure information.","24"
"Department of Veterans Affairs","Agency Overall","2020","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","8"
"Department of Veterans Affairs","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","18"
"Department of Veterans Affairs","Agency Overall","2020","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at 3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information, source selection information","6"
"Department of Veterans Affairs","Agency Overall","2020","38 U.S.C. § 5701","Ashton v. VA, No. 99-6018, 1999 WL 753331, at *1 (2d Cir. Sept. 3, 1999) (unpublished disposition).","“All files, records, reports, and other papers and documents pertaining to any claim under any of the laws administered by the Secretary and the names and addresses of present or former members of the Armed Forces, and their dependents, in the possession of [VA]”","1442"
"Department of Veterans Affairs","Agency Overall","2020","38 U.S.C. § 5705","Schulte & Sun-Sentinel Co. v VA, No. 86-6251, slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996).","Records created by VA as part of its medical qualityassurance program; certain other information pertaining to VA’s medical quality-assurance program","54"
"Department of Veterans Affairs","Agency Overall","2020","38 U.S.C. § 7332","Palmer v. Derwinski, No. 91-197, slip op. at 3-4 (E.D. Ky, June 10, 1992).","Records of patients being treated for certain conditions","1395"
"Department of Veterans Affairs","Agency Overall","2020","35 U.S.C. § 205","N/A","Information relating to government invention information","2"
"Department of Veterans Affairs","Agency Overall","2020","38 U.S.C. § 7451","N/A","Information collected in VA nurse and other health-care personnel wage surveys","3"
"Department of Veterans Affairs","Agency Overall","2020","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","8"
"Department of Veterans Affairs","Agency Overall","2020","5 U.S.C. app. § 105","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","4"
"U.S. Department of State","Agency Overall","2020","8 U.S.C. § 1202(f) (Immigration and Nationality Act) ","Medina-Hincapie v. Dep’t of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep’t of State, No. 12-1111, 2014 WL 4704840, at *6-7 (S.D.N.Y. Sept. 19, 2014); Badalamenti v. U.S. Dep’t of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983). ","Certain records pertaining to the issuance or refusal of visas to enter the United States","3680"
"U.S. Department of State","Agency Overall","2020","10 U.S.C. § 424 ","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004). ","Organization or any function of an organization, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial Intelligence Agency","5"
"U.S. Department of State","Agency Overall","2020","19 U.S.C. § 2155(g) (Trade Act)  ","Intell. Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016).","Certain information in connection with trade negotiations that is “submitted in confidence”","1"
"U.S. Department of State","Agency Overall","2020","22 U.S.C. §§ 1461, 1461-1a (Foreign Affairs Reform and Restructuring Act)","Essential Info., Inc. v. USIA, 134 F.3d 1165, 1168 (D.C. Cir. 1998).","Certain program information prepared by the United States Information Agency","1"
"U.S. Department of State","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1)) ","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"U.S. Department of State","Agency Overall","2020","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985). ","Intelligence sources and methods","5"
"U.S. Department of State","Agency Overall","2020","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) (Central Intelligence Agency Act of 1949)","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008). ","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”","4"
"U.S. Department of State","Agency Overall","2020","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","1"
"Court Services and Offender Supervision Agency","Agency Overall","2020","N/A","N/A","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2020","N/A","N/A","N/A","0"
"National Endowment for the Arts","Agency Overall","2020","N/A","N/A","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2020","42 U.S.C. §§ 2000e-5(b), 2000e-8(e) (Civil Rights Act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in the investigation of charges of unlawful employment practices","1427"
"Equal Employment Opportunity Commission","Agency Overall","2020","42 U.S.C. § 12117","N/A","Americans with Disabilities Act charges, conciliation materials, required reports, and case file information","1553"
"Equal Employment Opportunity Commission","Agency Overall","2020","42 U.S.C. § 2000ff-6","N/A","Information pertaining to charges of unlawful employment discrimination practices","1248"
"Export-Import Bank of the U.S.","Agency Overall","2020","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","1"
"Export-Import Bank of the U.S.","Agency Overall","2020","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) (Procurement Integrity Act)","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Office of Personnel Management","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","4"
"Department of Labor","Agency Overall","2020","N/A","N/A","N/A","0"
"Federal Mediation and Conciliation Service","Agency Overall","2020","N/A","N/A","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2020","5 U.S.C. app. 3 § 7(b)","Braun v. USPS, 317 F.Supp.3d 540, 548-9 (D.D.C. 2018)","Names of employees who provide information or complaints to the Inspector General","1"
"Federal Deposit Insurance Corporation","Agency Overall","2020","12 U.S.C. § 3109","N/A","Confidential information received from foreign bank regulatory or
supervisory authority.","1"
"National Aeronautics and Space Administration","Agency Overall","2020","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-
CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev.Mar. 31, 2011).","Certain contractor proposals.","6"
"National Aeronautics and Space Administration","Agency Overall","2020","22 U.S.C. § 2778(e) (Arms Export Control Act)","Council for a Livable World v. U.S. Dep’t of State, 1998 U.S. Dist. LEXIS 23642 at *11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","25"
"National Aeronautics and Space Administration","Agency Overall","2020","41 U.S.C. 2102 (amending 41 U.S.C. 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Rsch., Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information.","6"
"Advisory Council on Historic Preservation","Agency Overall","2020","N/A","N/A","N/A","0"
"Postal Regulatory Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2020","N/A","N/A","N/A","0"
"Peace Corps","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No.10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03- 5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004). ","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts ","2"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2020","5 U.S.C. app. 3 § 7(b)","N/A","Confidential financial disclosure report pertaining to certain government employees","3"
"Harry S. Truman Scholarship Foundation","Agency Overall","2020","N/A","N/A","N/A","0"
"Department of Defense","Agency Overall","2020","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","1"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 128","N/A","Unclassified special nuclear weapons information","2"
"Department of Defense","Agency Overall","2020","10 U.S.C § 130(a)","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain technical data with military or space application in the possession of, or under the control of, the Department of Defense","146"
"Department of Defense","Agency Overall","2020","10 U.S.C § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v.
United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any
such unit”","1150"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 130c","ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Nat’l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff’d on other grounds, 512 F.3d 677 (D.C. Cir. 2008); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain sensitive information of foreign governments and international organizations","18"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 130e","N/A","DoD critical infrastructure security information","67"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va.
2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","165"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 455","N/A","Maps, charts and geodetic data","8"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 613a(a)","N/A","Proceedings from selection and special selection boards for active duty officers and warrant officers","4"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 1102(f)","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records created by or for the Department of Defense as part of a medical
quality assurance program","16"
"Department of Defense","Agency Overall","2020","10 U.S.C. 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","151"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 2371(i)","N/A","Research projects: Transactions other than contracts and grants","3"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 2485(h)","N/A","Limitations on release of Commissary Commercially Valuable Information","1"
"Department of Defense","Agency Overall","2020","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep’t of the
Interior, 305 F. Supp. 2d 21, 30
(D.D.C. 2003), summary
affirmance granted, No. 03-
5257, 2004 WL 1900562 (D.C.
Cir. Aug. 25, 2004); Starkey v.
U.S. Dep’t of the Interior, 238
F. Supp. 2d 1188, 1193-94
(S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","29"
"Department of Defense","Agency Overall","2020","16 U.S.C. § 470w-3","N/A","Information about the location, character, or ownership of a historic resource","18"
"Department of Defense","Agency Overall","2020","18 U.S.C. § 798","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","539"
"Department of Defense","Agency Overall","2020","18 U.S.C. § 3509(d)","Davis v. U.S. Postal Inspection
Serv., 75 F. Supp. 3d 425, 430-
31 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","176"
"Department of Defense","Agency Overall","2020","22 U.S.C. § 2778(e)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","5"
"Department of Defense","Agency Overall","2020","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","29"
"Department of Defense","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","15"
"Department of Defense","Agency Overall","2020","42 U.S.C. §§ 2162, 2167, 2168(a)(1)","Meeropol v. Meese, 790 F.2d
942 (D.C. Cir. 1986); Va.
Sunshine Alliance v. NRC, 509
F. Supp. 863 (D.D.C 1981),
aff'd per curiam on other
grounds, 669 F.2d 788 (D.C.
Cir. 1981).","“Restricted Data”
pertaining to atomic
weapons and special
nuclear material and certain
safeguards information for
nuclear material","21"
